TIMESTAMP,SLOTS
[2023-07-20 19:46:18],RTTTTT
[2023-07-20 19:46:19],CCCCCR
[2023-07-20 19:46:20],CCCCCR
[2023-07-20 19:46:21],CRTTTT
[2023-07-20 19:46:22],CCCCCC
[2023-07-20 19:46:23],HRTTTT
[2023-07-20 19:46:24],CCCCCR
[2023-07-20 19:46:25],RTTTTT
[2023-07-20 19:46:26],CCCRTT
[2023-07-20 19:46:27],RTTTTT
[2023-07-20 19:46:28],RTTTTT
[2023-07-20 19:46:29],CRTTTT
[2023-07-20 19:46:30],HHHHCC
[2023-07-20 19:46:31],CCHCRT
[2023-07-20 19:46:32],RTTTTT
[2023-07-20 19:46:33],CCCHHR
[2023-07-20 19:46:34],RTTTTT
[2023-07-20 19:46:35],CCCRTT
[2023-07-20 19:46:36],RTTTTT
[2023-07-20 19:46:37],CCCRTT
[2023-07-20 19:46:38],RTTTTT
[2023-07-20 19:46:39],CCRTTT
[2023-07-20 19:46:40],CRTTTT
[2023-07-20 19:46:41],CHHCRT
[2023-07-20 19:46:42],RTTTTT
[2023-07-20 19:46:43],CCCHHE
[2023-07-20 19:46:44],CHHHCC
[2023-07-20 19:46:45],CCCCCR
[2023-07-20 19:46:46],HHHCCC
[2023-07-20 19:46:47],CRTTTT
[2023-07-20 19:46:48],CCCCCC
[2023-07-20 19:46:49],CCCRTT
[2023-07-20 19:46:50],RTTTTT
[2023-07-20 19:46:51],CCCCCC
[2023-07-20 19:46:52],CCRTTT
[2023-07-20 19:46:53],CRTTTT
[2023-07-20 19:46:54],HCCRTT
[2023-07-20 19:46:55],CRTTTT
[2023-07-20 19:46:56],HHCCCC
[2023-07-20 19:46:57],CCRTTT
[2023-07-20 19:46:58],CRTTTT
[2023-07-20 19:46:59],CCCRTT
[2023-07-20 19:47:00],RTTTTT
[2023-07-20 19:47:01],RTTTTT
[2023-07-20 19:47:02],CCCCHR
[2023-07-20 19:47:03],CCRTTT
[2023-07-20 19:47:04],CCRTTT
[2023-07-20 19:47:05],CCRTTT
[2023-07-20 19:47:06],RTTTTT
[2023-07-20 19:47:07],RTTTTT
[2023-07-20 19:47:08],RTTTTT
[2023-07-20 19:47:09],CCCCCC
[2023-07-20 19:47:10],HHHRTT
[2023-07-20 19:47:11],RTTTTT
[2023-07-20 19:47:12],CRTTTT
[2023-07-20 19:47:13],CCCHHC
[2023-07-20 19:47:14],CCCHCC
[2023-07-20 19:47:15],RTTTTT
[2023-07-20 19:47:16],CCCRTT
[2023-07-20 19:47:17],CCCCRT
[2023-07-20 19:47:18],CCHHCC
[2023-07-20 19:47:19],RTTTTT
[2023-07-20 19:47:20],CCRTTT
[2023-07-20 19:47:21],CRTTTT
[2023-07-20 19:47:22],CCCCRT
[2023-07-20 19:47:23],CCCCCR
